rent,district,area,buildingheight,parkingspace,community,guard,pet,cvs,hospital,mrt,bus
5298795,1,3249.12,23,0,0,1,1,1,1,1,1
4682154,1,3634.69,23,0,0,1,1,1,1,1,0
4176760,1,2673.42,23,0,0,1,1,1,1,1,0
3954109,0,2272.57,7,80,0,1,1,1,0,1,0
3648408,1,2673.42,23,0,0,1,1,1,1,1,0
3606750,1,200,11,0,0,1,1,1,1,1,1
3120056,1,2342.2,23,0,0,1,1,1,1,1,0
3098928,0,2810,13,0,0,1,1,0,0,0,0
2591704,1,2012.98,23,0,0,1,1,1,1,1,0
2427803,0,2541.58,13,0,0,1,1,0,0,0,0
2160000,1,1082.74,10,0,0,1,1,0,0,1,1
2079708,1,1682.66,23,0,0,1,1,1,1,1,0
1825308,0,1521.09,13,0,0,1,1,0,0,0,0
1512222,1,1316.54,23,0,0,1,1,1,1,1,0
1419370,0,5001.49,19,0,0,1,1,0,0,1,1
1250000,1,473.86,5,0,0,0,1,0,0,1,1
1220000,0,671.14,10,20,0,1,1,1,0,1,1
1160000,0,891.48,9,0,0,1,1,1,0,0,0
1135985,1,240.42,12,0,0,1,1,1,0,1,1
1090000,0,835.53,9,0,0,1,1,1,0,1,0
1003572,1,490.15,15,0,0,1,1,1,0,1,1
1000071,1,986.12,23,0,0,1,1,1,1,1,0
1000000,1,224.32,12,0,0,1,1,1,1,1,1
997000,0,996.94,5,16,0,0,0,1,0,0,0
912648,0,760.54,13,0,0,1,1,0,0,0,0
880000,1,118.29,7,0,0,0,0,1,0,1,1
866000,1,150,22,0,0,1,0,1,1,1,0
839230,1,119.89,31,0,0,1,1,0,0,1,1
836000,1,418.22,16,2,0,1,1,1,1,1,0
800000,1,313.87,15,0,0,1,1,1,0,1,1
777000,1,122.27,11,8,0,1,1,1,0,1,1
687000,0,458.55,3,0,0,1,0,1,0,1,1
662000,1,367.59,16,0,0,1,1,1,0,1,1
660000,1,549.46,13,0,0,1,1,0,1,1,1
650000,1,115.18,9,0,0,1,1,1,1,1,1
650000,0,162.93,7,0,0,1,0,1,0,1,0
650000,0,301.86,10,0,0,1,1,1,0,1,1
625432,0,290.8,7,0,0,1,1,1,0,1,0
600000,1,154.45,12,0,0,1,1,1,1,1,0
600000,1,195.07,9,0,0,1,1,0,0,1,1
600000,0,248.93,7,10,0,1,1,1,1,0,0
600000,0,443.38,6,12,0,1,1,0,0,0,1
598000,1,281.36,14,0,0,1,1,1,1,1,1
585000,1,197.64,12,0,0,1,1,1,0,1,1
570000,1,240.19,9,0,0,1,0,1,1,1,1
567600,0,358.07,9,12,0,1,1,0,0,0,1
562626,1,312.57,23,0,0,1,1,1,1,1,1
560000,1,92.72,3,0,0,0,1,1,1,1,1
558969,1,243.03,23,0,0,1,1,1,1,1,1
550000,0,105.14,3,0,0,0,0,1,0,1,1
550000,0,506.82,8,6,0,1,1,1,0,1,1
550000,0,415.94,9,0,0,1,1,1,0,1,0
544076,1,209.26,35,0,0,1,1,1,0,1,1
540000,0,419.59,9,0,0,1,1,1,0,1,0
535072,0,233.37,7,0,0,0,1,1,0,1,0
525678,0,303.86,7,0,0,1,1,1,0,1,0
525000,0,358.51,9,10,0,1,1,0,0,0,1
517804,0,369.86,13,0,0,1,1,0,0,0,0
512634,0,361.01,7,0,0,1,1,1,0,1,0
511598,0,360.28,7,0,0,1,1,1,0,1,0
505394,1,300.82,23,0,0,1,1,1,1,1,1
504685,0,305.84,11,0,0,1,1,1,0,1,1
500000,1,264.29,7,0,0,0,1,1,1,1,1
500000,1,103.57,12,1,0,1,1,1,0,1,0
498000,1,192.57,19,0,0,1,1,0,0,1,1
490000,1,196.57,35,2,0,1,1,1,0,1,0
487920,1,325.28,23,0,0,1,1,1,1,1,1
487350,0,361,6,2,0,1,1,1,0,1,1
483210,0,268.45,13,0,0,1,1,0,0,0,0
480000,0,193.78,10,0,0,1,0,0,0,1,1
480000,1,168.4,7,0,0,0,1,1,0,1,0
480000,1,118.45,14,0,1,1,1,1,0,1,1
480000,1,240.51,12,0,0,1,1,1,1,1,1
474220,0,362,7,0,0,1,1,1,0,1,0
472976,0,361.05,7,0,0,1,1,1,0,1,0
470000,1,47.8,12,0,0,0,1,1,0,1,1
466102,0,358.54,9,0,0,1,1,1,0,0,0
465595,0,358.15,9,0,0,1,1,1,0,0,0
460000,0,577.34,7,10,0,1,0,1,0,1,1
458000,0,400,7,2,0,1,1,0,0,0,1
450000,1,355,5,0,0,0,1,1,0,1,0
450000,1,221.56,4,0,0,0,1,1,1,1,1
450000,0,158.55,10,2,0,1,0,1,0,1,1
447300,0,425.95,5,0,0,1,1,1,0,0,0
444000,0,370,7,0,0,1,1,1,0,1,0
444000,0,370,7,0,0,1,1,1,0,1,0
440000,1,247.6,12,0,0,0,1,0,0,1,1
432000,1,238.75,14,1,0,1,1,1,1,1,0
430000,0,196.77,15,8,0,1,1,1,0,1,1
420000,1,282.24,10,3,0,1,1,1,0,1,0
420000,0,299.89,8,0,0,1,1,1,0,0,1
418000,1,209.11,16,2,0,1,1,1,1,1,0
418000,1,209.11,16,2,0,1,1,1,1,1,0
400000,0,98.27,3,0,0,0,0,1,0,1,1
400000,1,120.76,15,0,1,1,1,1,1,1,1
400000,0,212.62,14,0,0,1,1,0,0,1,1
400000,1,275.85,10,0,0,1,1,1,0,1,1
380000,1,146.66,19,0,0,1,0,1,0,1,1
367500,0,233.81,10,0,0,1,1,1,0,1,1
360000,1,256.1,10,0,0,0,0,0,0,1,1
360000,1,154.72,11,0,1,1,1,1,0,1,1
360000,1,252.03,10,5,0,1,1,1,0,1,1
350000,0,136.11,19,3,0,1,1,1,0,0,1
350000,1,126.48,13,1,0,1,1,1,0,1,1
350000,1,166.76,42,2,1,1,1,1,0,1,1
346983,1,165.23,20,0,0,1,1,1,0,1,1
346845,1,231.23,14,0,0,1,1,1,1,1,1
341000,0,284,13,0,0,1,1,0,0,0,0
338800,0,308,7,0,0,1,1,0,0,0,0
328000,1,136.15,11,0,0,1,0,0,1,1,1
320000,1,210.32,7,0,0,0,1,1,0,1,1
320000,1,110.65,6,0,0,0,1,1,0,1,1
320000,0,160.52,7,4,0,1,1,1,0,0,1
320000,1,177.91,14,0,0,1,0,1,0,1,0
317000,0,140.93,12,0,0,1,1,0,0,1,1
315666,0,170.63,15,0,0,1,1,0,0,1,1
315000,1,40.88,12,0,0,1,1,1,1,1,1
310000,1,153.74,10,0,0,0,1,1,1,1,1
305000,1,179.69,9,2,0,1,1,1,0,1,1
301284,0,268.44,8,2,0,1,1,0,0,1,0
300000,1,31.57,12,0,0,1,0,1,0,1,1
300000,1,72.13,10,3,0,1,1,1,0,1,1
300000,0,160.66,14,2,0,1,1,0,0,1,1
300000,1,170.61,7,0,0,1,1,1,1,1,1
295000,1,122.1,5,2,0,0,0,1,1,1,1
294000,1,231.24,15,0,0,1,1,1,0,1,1
290000,1,105.93,13,1,1,1,1,1,1,1,1
290000,1,206.27,11,0,0,1,1,1,0,1,1
288000,1,94.56,10,0,0,1,1,1,0,1,1
283500,0,68.7,12,1,1,1,1,1,1,1,1
280000,1,121.97,14,0,0,1,1,0,0,1,1
280000,1,121.95,4,0,0,0,1,1,0,1,1
280000,0,223.22,6,2,0,0,1,1,0,0,1
280000,1,435.5,15,0,0,0,1,1,0,1,1
280000,0,400.27,6,5,0,1,1,0,0,0,1
280000,0,407.96,6,0,0,1,1,1,0,0,1
278000,1,20.69,7,0,0,0,0,1,0,1,1
275000,0,224.2,5,0,0,0,0,1,0,1,1
270000,0,39.6,2,0,0,0,1,1,0,1,1
270000,1,162.89,15,4,0,1,1,0,0,1,1
270000,0,197.97,22,6,1,1,1,1,0,0,1
268000,1,126.93,17,0,0,1,0,1,0,1,0
268000,0,210.8,11,0,0,1,0,1,1,1,0
265000,0,207.78,8,4,0,1,1,1,0,0,0
265000,0,265,5,0,0,1,1,1,0,1,0
260000,1,201.57,10,0,0,1,0,1,0,1,1
257247,0,188.46,12,0,0,1,1,1,0,1,1
255582,0,178.33,9,6,0,1,1,0,0,0,1
250000,0,301.96,6,0,0,0,0,1,0,1,1
250000,1,109.66,10,2,0,1,0,1,0,1,1
250000,0,50.51,4,0,0,0,1,1,0,1,1
250000,1,172.98,10,2,0,1,1,1,0,1,1
250000,0,38.76,2,0,0,0,1,1,0,1,1
250000,1,133.73,7,3,0,0,1,1,0,1,1
250000,1,108.47,14,0,0,1,0,1,0,1,1
250000,1,61.47,13,0,1,1,1,0,1,1,1
250000,0,69.31,9,2,0,1,0,1,1,1,1
250000,0,113.73,14,0,0,1,1,0,0,1,1
250000,1,136,11,0,0,1,1,0,0,1,1
250000,1,84.36,14,2,0,1,1,1,0,1,1
250000,0,185.28,10,3,0,1,1,1,0,1,1
250000,0,198.89,23,5,0,1,0,1,0,1,1
250000,0,215.98,7,11,0,1,1,0,0,1,1
250000,1,143.2,15,3,0,1,1,1,0,1,1
241250,0,193,6,3,0,1,1,1,0,1,1
240000,1,153.95,19,0,1,1,0,1,1,1,0
240000,0,34,3,0,0,0,0,1,0,1,1
240000,0,169.03,9,2,0,1,1,1,0,1,1
240000,0,169.32,9,3,1,1,1,1,0,1,1
239400,0,151.99,12,1,1,1,1,1,0,1,1
236842,0,171.62,6,3,0,1,1,1,0,0,1
236600,0,225.29,6,0,0,1,1,1,0,0,1
235000,1,26,7,0,0,0,1,1,1,1,1
231000,0,152.02,8,4,0,0,1,1,0,1,0
230000,1,101.04,4,0,0,0,0,1,0,1,1
230000,0,153.06,7,5,0,1,0,1,0,1,1
230000,0,153.07,7,5,0,1,0,1,0,1,0
230000,1,74,2,0,0,0,1,1,1,1,1
230000,0,261.68,9,9,0,1,1,0,0,1,1
230000,0,72.78,14,0,1,1,1,0,0,1,1
230000,1,68.26,9,0,0,1,1,1,0,1,0
230000,1,89.23,21,0,1,1,0,1,0,1,1
230000,1,95.55,12,2,0,1,1,1,0,1,1
230000,0,117.41,17,5,0,1,1,1,0,1,1
230000,1,106.61,10,1,0,1,1,1,0,1,1
230000,0,270.88,4,3,0,1,1,0,0,0,1
230000,0,236.42,18,0,1,1,1,0,0,1,1
229464,0,191.22,13,0,0,1,1,0,0,0,0
228000,1,98.37,13,2,0,1,1,1,0,1,1
228000,0,151.99,12,1,1,1,1,1,0,1,1
227227,0,174.79,9,0,0,1,1,1,0,0,0
224600,1,30.08,15,0,0,1,0,0,0,1,1
224536,0,132.08,10,3,0,1,1,0,0,1,1
224400,0,213.72,5,0,0,1,1,1,0,0,0
220000,0,35.07,5,0,0,0,1,1,1,1,0
220000,1,28.93,4,0,0,0,0,1,0,1,1
220000,1,50.02,7,0,0,0,1,1,1,1,1
220000,1,102.36,12,0,1,1,1,1,1,1,1
220000,1,64.67,11,0,0,0,1,0,0,1,0
220000,0,74.57,7,0,0,0,1,1,1,0,1
220000,0,200.18,9,2,0,1,1,1,0,1,1
215000,0,123.99,7,0,1,0,0,1,0,0,1
213375,0,170.69,13,0,1,1,0,1,0,1,1
211000,0,210.68,7,2,0,1,1,1,0,1,1
210000,1,35.64,12,0,0,0,1,1,1,1,0
210000,1,94.14,11,1,0,1,1,1,0,1,0
204750,1,168.53,15,0,0,1,1,1,0,1,1
204336,1,38.28,5,0,0,0,1,1,1,1,1
201285,0,142,10,0,0,1,1,1,0,1,1
200000,1,46.23,2,0,0,0,0,1,0,1,1
200000,1,91.08,7,0,0,0,0,1,1,1,1
200000,0,184.56,10,0,0,1,1,1,0,1,1
200000,0,40.73,2,0,0,0,0,1,0,0,0
200000,0,64.23,3,0,0,0,0,1,0,1,1
200000,1,143,5,0,0,0,1,1,1,1,0
200000,1,187,3,0,0,0,1,1,0,1,1
200000,1,69.36,7,0,0,0,0,1,0,1,1
200000,1,50.64,12,0,1,1,1,1,0,1,1
200000,1,40,12,0,0,1,1,1,1,1,1
200000,0,126.16,10,0,1,1,0,0,0,1,0
200000,0,113.36,23,2,1,1,1,1,0,1,1
200000,0,90.66,21,2,1,1,1,1,0,1,1
200000,0,342.95,9,4,0,0,1,1,0,1,0
200000,0,256.69,6,2,0,1,1,0,0,0,1
200000,0,247.62,5,2,0,1,0,1,0,0,1
198684,0,165.57,8,0,0,1,1,1,0,0,0
198000,0,55.29,7,0,1,0,0,1,0,0,1
198000,0,31.19,4,0,0,0,0,1,0,1,1
198000,0,22.05,2,0,0,0,1,1,0,1,1
198000,1,84.32,14,1,0,1,1,1,1,1,1
198000,1,152.83,8,2,0,1,1,1,0,1,1
197400,1,101.64,11,0,0,0,0,0,0,1,1
195000,0,268,5,0,0,0,1,1,0,1,1
195000,1,48.64,5,0,0,0,0,1,1,1,1
195000,0,80.75,22,0,1,1,1,1,0,1,1
195000,1,90.17,7,1,1,0,1,0,0,1,1
193464,0,107.48,13,0,0,1,1,0,0,0,0
191688,0,91.28,23,0,0,1,1,1,0,1,1
190000,1,34.02,4,0,0,0,1,1,1,1,1
190000,0,90.86,5,2,1,1,1,1,0,0,1
190000,0,126.96,9,0,0,1,1,1,0,1,1
189000,1,35.86,2,0,0,0,0,1,0,1,1
189000,1,113.2,11,0,0,0,0,0,0,1,1
188000,1,147.09,11,1,1,0,0,1,1,1,1
188000,1,55.08,15,0,1,1,1,1,0,1,1
186000,1,113.98,13,2,0,1,1,0,0,1,0
185000,0,59.68,2,1,0,0,0,1,0,0,1
185000,0,67.43,5,0,0,0,1,1,0,1,1
185000,1,94.8,7,0,0,0,0,0,1,1,1
185000,1,17.7,9,1,0,0,1,0,0,1,1
185000,0,76.55,22,0,1,1,1,1,0,1,1
181049,1,134.11,11,0,0,1,1,1,1,1,1
180000,1,40.8,7,0,0,0,0,1,0,1,1
180000,1,100.38,9,0,0,0,1,1,1,1,1
180000,1,91.19,18,2,0,1,1,1,0,1,1
180000,0,109.86,2,0,0,0,1,1,0,1,1
180000,1,48.86,3,0,0,0,0,1,0,1,1
180000,0,53.04,2,0,0,0,1,1,0,1,0
180000,1,53.97,7,0,0,0,1,1,0,1,1
180000,1,71.21,3,0,0,0,1,1,1,1,1
180000,0,153.23,10,3,1,1,1,1,1,0,1
180000,0,95.34,19,2,0,1,1,1,0,0,1
180000,1,66.53,5,0,0,0,1,0,0,1,1
180000,1,45.1,2,0,0,0,1,1,0,1,1
180000,0,68.99,3,0,0,0,0,1,0,0,1
180000,0,102.56,3,1,0,0,0,0,0,0,1
180000,0,130.88,4,0,0,0,1,0,0,1,1
180000,0,66.19,5,1,0,0,0,1,0,0,1
180000,1,66.54,12,0,0,0,1,1,0,1,0
180000,1,17.16,9,1,0,0,1,0,0,1,1
180000,0,75.91,29,0,0,1,0,1,0,1,0
180000,0,141.47,9,1,0,1,0,0,0,0,1
180000,1,173.35,12,0,0,1,0,1,0,1,0
180000,0,76.5,22,0,1,1,1,1,0,1,1
180000,1,181.06,15,0,1,1,1,1,0,1,1
180000,1,145.8,10,3,0,1,0,1,0,1,1
180000,1,101.64,14,2,1,1,0,0,0,1,1
180000,1,83.8,10,2,0,1,1,0,0,1,1
178000,0,118.55,6,0,0,1,1,0,0,0,0
178000,0,118.55,6,0,0,1,1,0,0,1,0
175000,1,36,7,0,0,0,1,1,1,1,1
175000,1,53.75,7,0,0,0,1,1,1,1,1
175000,0,113.15,15,1,1,1,1,1,0,0,1
173250,0,158.08,6,0,0,1,1,1,0,0,1
172000,0,61.06,3,0,0,0,0,1,0,0,1
171644,1,108.98,15,1,0,1,1,1,0,1,1
170000,0,273.7,6,0,0,0,0,1,0,1,1
170000,1,40.57,5,0,0,0,0,0,0,1,1
170000,1,8.71,12,0,0,0,0,1,0,1,0
170000,1,105.51,9,0,0,1,1,1,1,1,0
170000,1,105.51,9,0,0,1,1,1,1,1,0
170000,0,65.33,5,0,0,0,1,0,0,0,1
170000,0,88.1,14,3,1,1,0,0,0,1,1
170000,0,334.79,7,0,1,0,0,0,1,1,1
170000,0,112.5,13,2,0,1,1,1,0,1,0
170000,1,78.42,11,1,0,1,1,1,0,1,1
170000,1,102.75,14,4,0,1,0,0,0,1,1
168000,1,77.6,9,0,0,1,1,1,0,1,0
168000,0,101.46,6,1,0,1,1,1,0,1,1
168000,1,86.65,12,2,0,1,1,1,1,1,1
168000,0,130.1,13,2,0,0,1,0,0,1,1
167000,0,101.13,11,2,0,1,1,1,0,1,1
166000,0,70.31,5,0,0,0,1,1,0,1,1
166000,1,83.58,13,0,0,1,1,1,0,1,1
165000,1,60,12,0,0,1,1,1,0,1,1
165000,1,15.63,9,1,0,0,1,0,0,1,1
165000,0,136.57,15,1,1,1,1,1,0,0,1
165000,0,89.06,10,1,0,1,1,1,0,1,1
162000,0,97.4,10,1,0,0,1,0,0,1,1
160000,1,66.34,8,0,0,0,1,0,1,1,1
160000,0,26.16,4,0,0,0,0,1,0,1,1
160000,1,88.88,4,0,0,0,1,1,1,1,1
160000,0,45.86,4,0,0,0,1,1,1,1,1
160000,1,44.61,7,0,0,0,0,1,0,1,1
160000,0,45.68,4,0,0,0,0,1,1,0,0
160000,1,51.55,2,0,0,0,1,1,1,1,1
160000,1,122.13,5,0,0,0,0,1,0,1,1
160000,1,27.19,7,0,0,0,0,1,0,1,1
160000,0,42.23,10,1,0,0,1,0,0,1,1
160000,0,23.69,3,0,0,0,0,0,0,1,1
160000,1,216.38,7,0,0,0,1,0,0,1,1
160000,0,39.61,7,0,0,0,0,1,0,1,0
160000,1,44.25,7,0,0,0,0,1,0,1,1
160000,1,77.53,12,0,1,0,1,1,0,1,1
160000,1,82.34,16,1,0,1,1,0,0,1,1
160000,0,84.6,9,0,0,1,1,1,0,1,0
160000,0,87.96,12,0,0,0,1,1,1,1,1
160000,0,102.31,15,1,1,1,1,1,0,0,1
160000,0,102.31,15,1,1,1,1,0,0,0,1
160000,1,101.37,12,0,0,1,1,1,0,1,1
160000,1,103.03,11,2,0,1,1,1,0,1,0
159000,1,93.15,11,3,0,1,1,1,0,1,1
158000,1,121,10,0,0,1,1,1,0,1,1
158000,0,94.05,2,1,0,0,0,1,0,1,1
158000,0,81.03,29,1,0,1,0,1,0,1,1
158000,0,58.34,21,0,0,1,1,1,0,1,1
157500,0,80.95,2,1,0,0,1,1,0,0,1
157500,0,80.77,2,1,0,0,1,1,0,1,1
157500,0,74.87,2,1,0,0,1,1,0,0,1
155000,0,102.31,15,1,1,1,1,1,0,0,1
153000,0,81.79,15,0,1,1,1,1,0,0,1
152400,0,126.4,6,3,0,1,1,0,0,1,0
151956,0,84.42,13,0,0,1,1,0,0,0,0
150000,0,70.58,5,0,0,0,1,1,0,1,1
150000,0,87.53,2,1,0,0,0,0,0,0,1
150000,1,38.17,4,0,0,0,1,1,0,1,1
150000,1,49.77,7,0,0,0,0,1,0,1,1
150000,1,88.64,7,0,1,1,0,1,1,1,1
150000,1,69.56,4,0,0,0,1,1,0,1,1
150000,0,72,1,1,0,1,0,1,0,0,1
150000,0,110.61,7,3,0,1,1,1,0,1,0
150000,1,34.15,4,0,0,0,0,1,0,1,1
150000,1,49.24,6,0,0,0,1,1,0,1,0
150000,0,25,3,0,0,0,0,1,0,1,1
150000,1,23.56,4,0,0,0,0,1,1,1,1
150000,1,59.85,4,0,0,0,1,0,0,1,1
150000,1,62.86,14,1,1,1,1,1,0,1,1
150000,0,71.63,3,0,0,0,1,0,0,1,1
150000,1,54.9,5,0,1,0,1,1,0,1,1
150000,0,15.8,2,0,0,0,1,1,0,1,1
150000,0,97.49,10,1,0,0,1,0,0,1,1
150000,1,13.71,9,1,0,0,1,0,0,1,1
150000,0,82.23,13,1,1,1,1,1,1,1,1
150000,1,32.89,4,0,0,0,1,1,0,1,1
150000,1,40.83,4,0,0,0,1,0,0,1,1
150000,1,58.89,2,0,0,0,0,1,1,1,1
150000,0,149.58,6,0,0,1,1,0,0,0,1
150000,1,86.15,7,0,0,0,0,1,0,1,1
150000,1,30.92,12,0,1,1,1,1,0,1,1
150000,1,129.63,7,0,0,0,0,0,0,1,1
150000,1,31.08,7,0,0,0,0,1,1,1,1
150000,1,39.6,7,0,0,0,1,1,0,1,1
150000,1,94.63,7,0,0,0,1,1,1,1,1
150000,1,49.74,11,0,0,0,0,1,1,1,0
150000,1,51.25,10,3,0,1,1,1,0,1,1
150000,0,68.02,15,0,1,1,1,1,0,1,0
150000,0,76.37,8,0,0,1,1,1,0,1,1
150000,0,82.26,9,1,1,1,1,0,0,1,0
150000,1,79.17,15,1,1,1,0,1,0,1,1
150000,0,81.37,10,2,0,1,1,1,1,1,1
150000,1,188.15,12,0,0,1,1,1,0,1,1
148888,0,109.25,15,0,1,1,0,1,1,1,1
148000,1,49.38,7,0,0,0,1,1,1,1,1
148000,0,113.53,7,2,0,0,1,0,0,1,1
145000,1,68.79,12,0,0,0,1,1,0,1,1
145000,1,30.58,4,0,0,0,1,1,1,1,1
145000,0,94.8,14,2,1,1,1,1,0,1,0
145000,1,86.64,12,0,0,1,1,1,0,1,1
145000,1,82.8,15,0,0,1,1,0,0,1,1
145000,1,77.61,14,2,1,1,1,0,0,1,1
143000,1,110,12,0,0,1,1,1,0,1,1
141427,0,122.98,11,0,1,1,1,0,0,1,1
140000,0,44.77,3,0,0,0,1,1,1,1,1
140000,1,71.88,10,2,0,1,1,0,0,1,1
140000,1,23.85,4,0,0,0,1,1,1,1,1
140000,1,51.45,6,0,0,0,0,1,0,1,1
140000,0,113.66,5,0,0,0,0,1,0,1,1
140000,0,60,6,0,0,0,1,0,0,1,1
140000,1,64.63,5,0,0,0,0,1,0,1,0
140000,1,74.22,12,0,1,0,1,1,0,1,0
140000,0,62.97,15,1,1,1,1,1,1,0,1
140000,1,54.35,16,0,1,1,0,1,0,1,1
140000,0,142.69,22,0,1,1,0,1,0,1,1
140000,1,75.43,11,1,0,1,0,0,0,1,1
138000,1,23.06,14,0,0,0,1,1,0,1,0
138000,0,78,7,0,0,0,1,1,1,0,1
138000,0,124.58,14,2,0,1,1,0,0,1,1
138000,0,87.14,4,2,1,1,1,1,1,1,1
138000,1,89.4,11,1,1,1,0,1,0,1,1
137500,0,107.38,8,2,0,1,1,1,0,0,0
136800,0,129.38,14,2,1,1,1,1,0,1,1
136500,0,31.37,22,0,0,1,1,0,0,1,0
136000,0,20,3,0,0,0,1,1,0,1,1
136000,0,77.38,15,2,1,1,0,1,0,1,1
136000,0,167.81,8,3,0,1,1,1,0,0,0
135000,0,110.54,5,0,0,0,0,1,0,1,1
135000,1,79.44,7,0,0,0,1,1,0,1,0
134764,0,65.85,8,3,0,1,1,0,0,1,0
133000,1,63.95,19,0,0,1,1,1,0,1,1
132000,0,100.83,21,2,1,1,1,1,0,1,1
130000,1,35.22,5,0,0,0,0,1,0,1,1
130000,0,100.83,21,2,1,1,1,1,0,1,1
130000,1,20.85,12,0,1,1,1,1,0,1,1
130000,1,59.84,4,0,0,0,1,1,1,1,0
130000,0,36.76,6,0,0,0,1,0,0,1,1
130000,0,88.35,4,0,0,0,1,1,0,1,1
130000,1,19.46,7,0,0,0,1,1,1,1,1
130000,0,73.85,7,1,0,0,0,1,0,1,1
130000,0,71.13,8,1,0,1,0,0,0,0,1
130000,0,73.36,29,1,1,1,1,1,0,1,0
130000,0,46.49,11,0,0,1,1,1,1,0,1
130000,1,72.59,14,2,0,1,1,0,0,1,1
130000,0,93.37,7,2,1,1,1,0,0,0,1
129000,1,41.45,4,0,0,0,1,1,1,1,1
128000,1,37.33,2,0,0,0,0,1,1,1,1
128000,1,30.25,4,0,0,0,1,1,1,1,1
128000,1,49.77,7,0,0,0,0,1,0,1,1
128000,0,115.68,6,0,0,1,1,0,0,1,0
128000,1,38.09,12,0,1,1,0,1,0,1,0
128000,0,96.19,4,2,0,0,0,0,0,1,1
128000,0,66.01,17,1,0,1,1,0,0,1,1
128000,1,91.38,14,0,1,1,0,1,1,1,1
127500,0,100.4,8,2,0,1,1,1,0,0,0
126000,0,94.03,5,0,0,0,0,1,0,0,1
125000,1,99.43,13,0,0,1,1,1,0,1,1
125000,1,30.8,12,0,1,1,1,1,0,1,1
125000,1,75.19,22,0,0,1,1,1,0,1,1
125000,1,75.55,22,0,0,1,1,0,0,1,1
125000,0,96.77,14,2,0,1,1,1,1,1,1
125000,1,50.01,10,0,0,1,1,0,0,1,0
125000,0,78.24,7,1,0,1,1,1,0,1,1
125000,1,76.64,12,0,1,1,1,1,0,1,1
