rent,district,area,buildingheight,parkingspace,community,guard,pet,cvs,hospital,mrt,bus
63000,1,44.57,8,1,0,0,1,1,0,1,1
63000,1,41.73,15,1,1,1,1,1,1,1,1
63000,0,64.12,22,1,1,1,1,1,0,1,1
63000,0,50.53,23,0,0,1,1,1,1,1,0
63000,1,71.9,15,1,0,1,1,1,0,1,1
62500,1,40.11,12,0,0,1,1,1,0,1,1
62000,1,56.36,7,1,0,0,1,1,0,1,1
62000,0,32.16,4,0,0,0,0,0,1,1,0
62000,0,42.87,7,0,0,0,1,1,0,1,1
62000,1,52.21,14,1,1,1,0,1,0,1,1
61000,1,34.35,14,0,1,1,1,1,1,1,1
60000,0,53.68,8,2,1,0,1,0,1,1,1
60000,0,74.53,5,2,0,0,0,1,1,0,1
60000,0,25.71,2,0,0,0,1,1,0,1,1
60000,0,51.84,8,0,0,0,1,1,0,1,1
60000,1,29.19,4,0,0,0,0,1,0,1,1
60000,0,25.53,11,0,0,1,1,1,1,1,1
60000,1,42.99,15,0,1,1,1,1,0,1,1
60000,0,66.94,5,0,0,0,1,0,0,1,1
60000,0,6.05,10,0,1,0,1,1,0,1,0
60000,0,18.75,1,0,0,0,1,1,1,1,1
60000,1,29.61,12,0,1,1,0,1,0,1,1
60000,0,22.06,9,0,0,0,1,1,1,1,1
60000,0,60.61,7,1,0,0,0,1,1,1,1
60000,0,50.19,14,0,1,1,0,1,0,0,1
60000,0,23.83,5,0,0,0,0,0,1,1,1
60000,0,49.42,9,1,0,1,1,1,0,0,0
60000,1,23.2,2,0,0,0,0,1,1,1,1
60000,0,67.28,19,1,1,1,1,1,0,1,1
60000,0,30.16,13,0,0,0,0,0,0,1,1
60000,0,77.35,14,1,1,1,0,1,0,1,1
60000,0,41.83,5,0,0,0,0,1,0,1,1
60000,1,44,4,0,0,0,0,1,0,0,1
60000,0,29.55,4,0,0,0,1,1,0,0,1
60000,1,24.81,10,0,0,1,0,1,0,1,1
60000,0,49.31,7,0,0,0,1,1,1,1,0
60000,1,31.63,6,0,0,0,0,0,0,1,1
60000,1,41.99,7,0,1,0,0,1,0,1,0
60000,0,35.51,12,0,0,1,0,1,0,1,0
60000,1,43.46,5,0,0,0,1,1,1,1,1
60000,1,64.67,16,1,0,1,1,1,1,1,1
60000,0,50.18,14,0,1,1,0,1,0,0,1
60000,0,21.67,13,0,0,1,1,0,0,1,1
60000,1,18.11,14,0,0,1,1,1,0,1,1
60000,0,69.45,14,0,0,1,1,1,1,1,1
60000,0,56.85,14,0,0,1,1,1,0,1,1
60000,0,42.43,7,0,1,0,0,1,0,1,0
60000,0,37.8,7,0,1,1,0,0,0,0,1
60000,0,38.12,12,0,1,1,1,1,0,1,1
60000,1,18.85,10,1,0,1,1,1,0,1,1
60000,1,39.91,14,1,0,1,1,1,0,1,0
60000,1,31.97,7,1,1,1,1,1,0,1,0
60000,1,40.07,15,0,0,1,1,0,0,1,1
60000,0,75.26,12,1,1,1,1,1,0,1,0
60000,0,67.15,13,2,0,1,1,1,0,1,1
60000,0,111.38,9,2,0,1,1,0,0,1,1
59000,0,38.37,9,1,0,1,1,1,0,0,1
59000,1,28.34,7,0,0,0,1,0,0,1,1
59000,1,30.02,14,0,0,0,1,0,0,1,1
59000,1,17.89,7,0,0,0,1,1,0,1,1
59000,0,53.29,14,1,0,1,0,1,1,1,1
59000,0,66.53,14,0,0,1,1,1,0,1,1
59000,0,64.3,7,1,0,1,1,1,0,0,1
59000,0,53.35,8,0,1,1,1,1,0,1,1
59000,0,77.72,10,0,0,1,1,1,1,1,1
58888,1,47.06,12,0,0,1,0,1,0,1,1
58800,0,22.36,3,0,0,0,0,0,0,1,1
58800,0,101.07,9,2,0,0,1,0,0,0,0
58500,0,52.1,11,1,1,1,1,1,1,0,1
58000,0,51.89,13,1,0,1,1,1,0,1,1
58000,1,47.16,7,0,0,0,1,0,0,1,1
58000,0,62.74,7,0,0,0,0,1,0,0,0
58000,1,40.42,9,0,0,1,1,1,1,1,1
58000,0,52.05,15,1,0,1,1,1,0,1,1
58000,1,36.53,4,0,0,0,0,1,0,1,1
58000,1,19.38,7,0,0,0,1,1,0,1,0
58000,1,56.61,5,0,0,0,1,1,0,1,1
58000,0,30.3,14,0,1,1,1,1,0,1,1
58000,0,47.43,6,0,0,0,0,1,1,0,0
58000,0,47.5,6,1,0,0,1,0,0,1,1
58000,1,28.21,15,0,1,1,1,1,1,1,0
58000,1,29.61,12,0,1,1,0,1,1,1,1
58000,1,46.06,9,0,0,0,1,1,1,1,1
58000,1,47.45,7,0,0,0,1,1,1,1,1
58000,1,29.31,15,0,0,1,0,1,0,1,1
58000,1,32.69,9,0,0,1,1,1,0,1,0
58000,1,47.58,12,0,0,1,1,1,0,1,1
58000,1,36.24,12,0,0,1,1,1,0,1,1
57600,1,48.05,11,0,0,0,1,1,1,1,1
57000,0,68.54,7,1,1,1,0,1,0,1,0
57000,1,53.44,9,0,1,0,1,1,0,1,0
57000,0,48.13,10,0,1,1,0,1,0,0,1
57000,0,48.13,10,0,1,1,0,1,0,0,1
57000,0,52.03,14,0,0,1,1,1,0,1,1
57000,0,67.64,14,0,0,1,1,1,0,1,1
56888,1,49.91,14,0,0,1,1,1,0,1,1
56760,1,34.73,5,0,0,0,0,1,0,1,1
56000,1,20.08,5,0,0,0,0,0,0,1,0
56000,0,25.77,18,0,1,1,1,1,0,1,0
56000,0,25.55,4,0,0,0,1,0,0,0,1
56000,1,44.18,5,0,0,0,1,1,1,1,1
56000,1,33.18,4,0,0,0,0,1,0,1,1
56000,1,42.32,7,0,0,0,1,1,0,1,0
56000,1,42.65,7,0,1,0,0,1,0,1,0
56000,1,46.79,12,0,0,0,1,1,0,1,1
56000,0,52.03,14,0,0,1,1,1,0,1,1
56000,0,67.64,14,0,0,1,1,1,0,1,1
56000,0,46.98,18,1,1,1,1,0,0,1,1
55000,1,24.51,4,0,0,0,0,1,0,1,1
55000,0,47.1,3,0,0,0,1,0,0,1,1
55000,0,35.38,14,0,1,1,1,1,0,1,1
55000,0,30.92,17,0,0,1,1,1,0,1,0
55000,1,27.16,10,0,1,1,1,0,0,1,1
55000,0,25,12,0,0,1,0,1,0,1,1
55000,0,41.73,13,1,1,1,1,1,1,1,0
55000,0,31.08,3,0,0,0,0,1,0,1,1
55000,0,39.16,16,0,0,0,1,1,1,1,1
55000,0,36.6,4,0,0,0,1,1,0,1,1
55000,0,38.12,13,0,0,1,1,1,0,0,1
55000,0,34.73,13,0,0,1,1,1,0,0,1
55000,0,29.09,5,0,0,0,0,1,0,1,1
55000,0,50.28,7,1,0,0,0,0,0,0,1
55000,1,27.65,19,0,1,1,1,0,0,1,1
55000,0,53.47,5,0,1,0,0,0,0,1,1
55000,0,41.27,7,0,0,0,0,1,0,0,1
55000,1,50.35,9,0,1,1,1,1,0,1,1
55000,1,41.17,7,0,0,0,1,1,0,1,1
55000,1,25.43,12,0,1,1,1,1,1,1,1
55000,1,20.98,7,0,0,0,0,1,1,1,1
55000,1,17.85,15,0,0,1,0,1,1,1,1
55000,1,52.83,12,0,1,1,1,1,1,1,1
55000,0,65.96,7,0,0,0,0,1,0,1,1
55000,1,40.6,14,0,1,1,1,1,0,1,1
55000,0,34.55,8,0,1,0,1,1,1,1,0
55000,1,36.39,17,0,1,1,1,0,0,1,1
55000,0,28.89,17,0,1,1,1,1,0,1,1
55000,0,34.77,14,1,0,1,1,1,1,1,1
55000,1,45.16,12,0,1,0,1,1,0,1,1
55000,1,31.06,9,0,0,1,1,1,0,1,0
55000,1,40,11,0,1,0,1,1,0,1,1
55000,1,28.52,10,1,0,1,1,1,0,1,1
55000,1,27.82,19,0,0,1,1,1,0,1,1
55000,1,30.72,15,0,0,1,1,1,0,1,1
55000,1,48.02,14,0,0,1,0,1,0,1,0
55000,1,36.56,10,0,1,0,1,1,0,1,1
55000,0,74.23,5,1,0,1,1,0,0,0,1
55000,0,82.2,9,1,0,1,1,0,0,1,0
54000,0,30.52,17,0,0,1,1,1,0,1,0
54000,0,59.58,5,0,0,0,1,0,0,1,0
54000,0,59.58,5,0,0,0,0,0,0,1,0
53800,1,41.92,15,0,0,1,1,1,1,1,1
53500,0,46.6,14,1,1,1,1,1,0,1,1
53000,1,23.82,4,0,0,0,0,1,0,1,1
53000,1,63.89,13,1,0,1,1,0,0,1,0
53000,0,62.68,6,0,0,0,1,1,0,0,0
53000,0,27.07,4,0,0,0,1,1,0,1,0
53000,1,42.46,7,0,0,0,1,1,1,1,1
53000,1,52.08,8,0,0,0,1,1,0,1,1
53000,0,59.79,13,0,0,1,0,1,0,1,1
52800,0,56.91,6,1,0,0,1,1,0,1,0
52000,0,31,5,0,0,0,0,1,0,1,1
52000,1,14.78,8,0,0,0,0,1,0,1,0
52000,0,39.63,8,0,0,0,1,1,1,1,0
52000,1,39.24,5,0,0,0,1,0,0,1,1
52000,0,38.88,11,1,0,1,1,1,0,1,0
52000,0,26.49,4,0,0,0,1,1,0,1,0
52000,0,22.94,4,0,0,0,0,1,0,1,1
52000,1,42.18,5,0,0,0,1,1,0,1,1
52000,0,33.15,15,0,1,0,1,1,0,1,1
52000,0,56.85,14,0,0,1,1,1,0,1,1
52000,1,44.08,12,0,0,1,1,1,0,1,1
52000,1,36.66,14,0,0,1,1,1,0,1,1
52000,0,58.04,5,1,1,1,0,1,1,0,0
52000,0,57.98,13,0,0,1,0,1,0,1,1
52000,0,47.87,15,1,0,1,1,1,1,1,0
52000,0,49.53,12,0,0,1,1,0,0,1,1
50000,0,20.92,2,0,0,0,1,1,0,1,0
50000,1,27.51,5,0,0,0,1,1,0,1,1
50000,0,36.38,4,0,0,0,1,1,0,1,1
50000,1,42.65,7,0,0,0,1,1,0,1,1
50000,1,41.31,7,0,0,0,0,1,0,1,1
50000,1,37.83,12,0,0,1,1,1,1,1,0
50000,1,43.84,6,0,0,0,1,1,1,1,1
50000,0,33.9,5,0,0,0,0,1,0,1,1
50000,0,43.26,7,0,0,0,1,1,0,1,1
50000,0,43.26,7,0,0,0,1,1,0,1,1
50000,0,13.07,2,0,0,0,1,1,1,1,1
50000,0,21.39,5,0,0,0,1,0,0,0,1
50000,1,13.23,4,0,0,0,0,1,0,1,1
50000,1,31,4,0,0,0,0,1,1,1,1
50000,0,32.86,5,0,0,0,0,1,1,0,0
50000,0,62.29,14,0,0,1,0,1,0,1,1
50000,0,33.37,2,0,0,0,1,1,0,0,1
50000,0,102.9,14,0,0,1,1,1,0,0,0
50000,0,64.05,5,0,0,0,0,1,0,0,0
50000,1,17,4,0,0,0,1,1,0,0,1
50000,1,21.75,4,0,0,0,1,1,0,1,1
50000,0,43.12,5,0,0,0,0,1,0,1,1
50000,1,28.87,5,0,0,0,0,1,0,1,1
50000,1,26.48,11,0,0,1,1,1,0,1,1
50000,1,34.39,5,0,0,0,1,1,0,1,0
50000,1,28.84,9,0,1,1,0,1,1,1,0
50000,1,12.6,12,0,0,1,1,0,0,1,1
50000,1,18.56,6,0,0,0,0,1,0,1,1
50000,0,32.02,8,1,0,0,1,1,1,1,1
50000,1,29.12,7,0,0,0,1,1,1,1,1
50000,1,27.66,12,0,0,1,0,1,1,1,1
50000,0,44.59,3,1,0,0,1,1,0,1,1
50000,1,30.02,7,0,0,0,1,1,1,1,0
50000,1,27.73,27,0,0,1,1,1,0,1,1
50000,1,44.65,14,0,1,1,1,1,0,1,1
50000,0,28.93,15,0,1,1,1,1,0,1,0
50000,1,29.75,12,0,0,1,1,1,0,1,1
50000,1,43.8,14,0,0,1,1,1,0,1,1
50000,1,38.21,12,1,0,1,1,0,0,1,1
50000,0,47.14,9,1,0,0,1,1,1,1,1
50000,1,43.3,18,0,0,1,1,1,0,1,1
50000,0,39.95,9,1,1,1,1,1,0,1,0
50000,0,46.21,13,1,0,1,0,1,1,1,1
50000,0,38.59,12,1,0,1,1,0,0,1,1
50000,0,45.1,9,0,1,1,1,1,0,1,1
50000,0,62.57,13,1,1,1,0,1,1,1,1
49800,0,54.27,15,1,0,1,1,1,1,1,0
49600,1,27.72,27,0,0,1,1,1,1,1,1
49500,0,50.24,12,0,1,1,0,0,0,1,1
49500,1,34.63,14,0,1,1,1,1,0,1,1
49000,0,40.78,14,1,1,1,1,1,0,1,1
49000,1,60.52,7,0,0,0,1,0,0,1,1
49000,1,36.8,4,0,0,0,1,1,0,1,0
49000,1,20.13,7,0,0,1,1,1,0,1,1
49000,0,26.87,14,0,1,1,1,0,0,1,1
49000,1,19.58,7,0,0,0,1,1,0,1,1
49000,0,61.77,14,0,0,1,0,1,0,1,1
49000,0,61.77,14,0,0,1,0,1,0,1,1
49000,0,55.01,14,0,0,1,1,1,1,1,1
49000,1,20.12,7,0,0,0,1,1,0,1,1
49000,1,26.06,18,1,0,1,1,1,0,1,1
49000,0,40.35,15,0,0,1,1,1,0,1,0
49000,1,26.28,18,0,0,1,1,1,0,1,1
49000,0,49.68,14,0,0,0,1,1,0,1,1
48800,1,25.54,4,0,0,0,1,1,0,1,1
48500,0,32.49,5,0,0,0,1,1,0,1,1
48500,0,38.69,18,1,1,1,1,1,0,1,1
48000,0,52.59,7,0,1,0,1,0,0,1,1
48000,0,25.01,3,0,0,0,0,0,0,1,1
48000,0,38.93,15,1,1,1,1,1,0,1,0
48000,0,27,4,0,0,0,1,1,1,1,1
48000,0,26.27,4,0,0,0,1,1,0,1,0
48000,0,44.45,9,0,0,0,1,1,1,1,1
48000,0,24.76,5,0,0,0,1,1,0,1,0
48000,0,27.8,5,0,0,0,0,1,0,1,0
48000,1,38.35,7,1,0,0,0,1,0,1,1
48000,0,47.44,6,0,0,0,1,1,1,0,0
48000,0,14.94,4,0,0,0,1,0,0,1,1
48000,1,16.7,14,0,0,1,1,1,0,1,1
48000,0,55.73,5,1,0,0,0,1,0,1,0
48000,1,43.08,12,1,0,1,0,1,0,1,1
48000,1,20.08,12,0,0,0,0,1,0,1,1
48000,1,20.15,7,0,0,0,1,1,0,1,0
48000,1,17.9,11,0,0,1,1,1,0,1,1
48000,0,37.95,7,0,0,0,1,0,0,0,1
48000,1,33.39,12,0,0,1,1,1,0,1,0
48000,1,37.08,12,0,1,1,1,1,0,1,0
48000,1,31.45,12,0,1,0,1,1,0,1,1
48000,1,38.44,12,0,0,1,1,1,0,1,1
48000,1,33.43,12,0,0,1,0,1,1,1,1
48000,0,39.84,15,0,1,1,1,1,0,1,1
48000,1,28.96,7,1,0,1,1,1,0,1,1
48000,0,34.41,8,1,0,1,1,1,0,1,1
48000,0,57.67,24,1,0,1,1,1,1,1,1
48000,0,43.68,21,0,1,1,1,0,1,1,1
48000,1,22.96,14,0,0,1,1,1,0,1,1
48000,0,41.89,14,0,0,1,0,1,0,0,0
48000,1,31.06,11,0,0,1,1,1,1,1,0
48000,0,46.35,12,0,1,1,1,1,0,0,1
48000,0,31.84,5,1,0,1,1,0,0,1,1
48000,0,25.27,10,1,1,1,1,1,1,0,1
48000,1,28.73,9,1,0,0,1,1,0,1,1
48000,0,77.1,23,1,1,1,1,1,0,1,1
48000,1,22.63,15,0,0,1,1,1,1,1,1
47250,1,30,14,0,0,1,1,1,0,1,1
47000,1,41.21,11,0,1,0,1,1,0,1,1
46800,1,44.08,7,0,0,0,1,1,0,1,1
46500,0,15.3,2,0,0,0,0,1,0,0,1
46500,0,46.11,15,0,1,1,1,1,0,1,1
46200,1,30.69,15,0,0,1,0,0,0,1,1
46000,0,31.51,13,0,0,1,1,1,0,1,0
46000,1,26.3,19,0,1,1,0,1,0,1,1
46000,0,49.23,15,1,1,1,0,1,0,1,0
46000,0,25.77,2,0,0,0,1,1,0,0,0
46000,1,23.07,4,0,0,0,0,1,0,1,1
46000,0,45.94,7,0,0,0,1,1,0,0,0
46000,0,61.2,16,0,1,1,1,0,0,1,0
46000,0,18.52,8,0,0,1,0,1,0,1,0
46000,1,36.48,15,1,0,1,1,1,0,1,1
45000,0,31.85,5,0,0,0,1,1,0,1,0
45000,1,40.52,5,0,0,0,1,0,0,1,1
45000,1,27.51,4,0,0,0,1,0,0,1,0
45000,1,33.1,11,0,0,0,1,0,0,1,0
45000,0,26.85,4,0,0,0,0,1,0,1,1
45000,1,43.24,16,0,0,1,0,1,0,1,1
45000,1,14.75,19,0,1,1,1,1,1,1,1
45000,0,28.33,4,0,0,0,0,1,0,1,1
45000,0,41.8,7,0,0,1,1,0,0,0,0
45000,1,27.23,4,0,0,0,0,1,1,1,1
45000,0,27.73,13,1,0,1,1,1,1,0,1
45000,1,21.28,4,0,0,0,1,1,0,1,1
45000,1,23.52,7,0,0,0,0,1,1,1,1
45000,1,21.69,7,0,0,0,1,1,0,1,1
45000,0,36.38,4,0,0,0,1,1,0,1,1
45000,0,35.63,5,0,1,0,1,0,0,1,1
45000,0,32.87,15,0,0,1,0,1,1,1,1
45000,0,39.61,5,0,0,0,1,0,0,1,1
45000,0,35,2,0,0,0,1,1,0,0,0
45000,0,36.64,15,0,0,1,1,1,0,1,1
45000,1,77.86,6,0,0,0,0,1,1,1,1
45000,0,28.21,5,0,0,0,1,1,0,1,1
45000,0,29.48,13,1,1,1,1,1,0,1,0
45000,1,44.19,7,0,0,0,1,1,0,1,1
45000,1,21.84,15,0,1,0,1,1,0,1,1
45000,1,34.95,7,0,0,0,1,1,0,1,1
45000,0,31.21,12,1,1,1,0,1,0,1,1
45000,1,38.03,6,1,0,0,1,1,0,1,1
45000,1,38.42,14,0,0,1,1,1,0,1,1
45000,0,29.07,14,0,0,1,1,0,0,1,0
45000,1,19.51,11,0,1,1,1,1,0,1,1
45000,1,39.77,12,0,1,1,1,1,0,1,1
45000,1,32.45,13,0,1,1,1,1,0,1,1
45000,0,31.24,14,1,1,1,1,1,0,1,1
45000,1,31.47,12,0,1,0,1,1,0,1,1
45000,0,47.13,14,0,1,0,1,1,0,1,0
45000,1,43.29,12,0,0,0,1,1,1,1,1
45000,1,34.31,12,0,0,1,1,0,1,1,1
45000,0,71.39,13,1,1,1,0,0,0,1,0
45000,0,43,14,0,0,1,0,1,0,0,1
45000,0,41.55,15,1,0,1,0,1,1,0,0
45000,0,26.24,7,1,0,0,1,1,0,1,0
45000,1,52.22,7,0,0,1,0,1,0,1,1
45000,0,45.26,10,0,0,1,1,1,0,1,0
45000,0,41.36,15,1,0,1,1,1,0,1,1
45000,0,46.87,9,1,0,0,0,0,0,1,1
45000,0,48.37,12,1,1,1,1,1,1,1,1
45000,0,26.21,15,0,0,1,1,1,0,1,0
45000,0,48.18,15,1,0,1,0,1,0,1,1
45000,0,35.89,9,1,0,1,1,0,0,1,1
45000,1,29.04,14,0,0,1,1,0,0,1,1
45000,1,27.6,14,1,1,1,1,1,1,1,1
45000,1,35.16,15,0,0,1,1,1,0,1,1
45000,1,33.04,10,1,0,1,0,0,0,1,1
45000,0,37.17,5,1,0,1,1,0,0,1,1
45000,0,65.82,14,1,0,1,0,1,0,1,0
45000,0,65.28,14,1,0,1,0,1,0,1,0
45000,0,65.42,14,1,0,1,0,1,0,1,0
45000,0,42.69,11,1,1,1,1,1,0,1,0
44000,1,21.23,14,0,0,1,1,1,1,1,1
43800,1,20.81,12,0,0,1,1,1,0,1,1
43800,0,49.76,9,1,1,1,1,1,0,1,1
43800,0,29.66,7,0,1,1,1,1,0,0,1
43500,1,36.2,7,0,0,0,1,1,1,1,1
43000,0,22.16,5,0,0,0,1,1,0,1,1
43000,0,32.26,4,0,0,0,0,0,0,1,1
43000,0,47.01,6,1,0,0,0,0,0,1,1
43000,0,56.9,14,1,0,1,1,1,0,1,1
43000,1,13.75,5,0,0,0,1,0,0,1,1
43000,0,26.73,15,0,0,1,1,1,1,0,0
43000,0,33.18,11,0,1,0,1,1,0,1,1
43000,0,35.01,13,0,0,1,1,1,0,1,1
43000,0,33.3,13,0,0,1,1,1,0,1,1
43000,0,38.99,14,1,0,1,1,1,0,0,1
43000,0,22.66,12,0,0,1,1,1,1,1,1
43000,0,24.17,18,0,0,1,1,1,0,1,1
43000,0,18.42,8,2,1,0,0,0,0,1,1
43000,1,24.61,13,0,1,0,0,1,0,1,1
43000,1,25.65,9,0,0,0,1,1,0,1,1
43000,1,39.5,17,0,0,1,1,1,1,1,1
43000,1,21.07,10,0,1,0,1,1,0,1,1
43000,0,51.84,15,1,1,1,1,1,0,1,1
43000,0,39.77,15,2,0,1,1,1,1,0,0
42500,1,16.48,19,0,0,1,1,1,1,1,1
42000,0,55.5,5,0,0,0,1,1,0,0,1
42000,0,49.89,13,1,1,1,1,1,0,1,1
42000,1,12.93,8,0,0,0,1,1,1,1,1
42000,1,26.38,15,0,1,1,1,0,0,1,0
42000,1,25.96,7,0,0,0,1,1,0,0,0
42000,0,23.16,3,0,0,0,1,1,0,1,0
42000,0,33.21,5,0,0,0,1,0,0,1,1
42000,0,49.03,9,1,1,1,1,1,0,1,1
42000,0,28.16,4,0,0,0,1,1,1,1,0
42000,1,24.53,7,0,0,0,0,1,0,1,1
42000,1,23.16,7,0,0,0,0,1,0,1,1
42000,1,35.34,4,0,0,0,1,1,0,1,1
42000,0,53.85,5,0,0,0,1,1,0,1,1
42000,1,31.65,12,0,0,1,1,1,0,1,0
42000,0,56.59,7,0,0,0,1,0,0,0,1
42000,0,26.92,18,0,0,1,1,1,1,1,1
42000,0,37.39,8,0,1,1,1,1,1,1,1
42000,1,20.15,18,0,0,1,1,1,0,1,1
42000,1,24.92,14,0,1,1,1,1,0,1,1
42000,0,43.23,19,0,0,1,1,1,1,1,1
42000,0,60.09,14,1,0,1,0,1,0,1,0
42000,0,61.31,14,1,0,1,0,1,0,1,0
41500,0,27.22,10,0,0,1,1,0,0,1,1
41000,1,33.49,11,0,1,1,1,1,0,1,1
41000,0,49.4,14,0,0,1,0,1,0,1,1
41000,1,20.15,13,0,1,1,1,0,0,1,1
40700,0,37,7,0,0,1,1,0,0,0,0
40500,0,34.21,12,0,0,1,1,0,0,1,1
40000,0,16.41,2,0,0,0,1,1,1,1,0
40000,0,22.36,16,0,1,1,0,1,0,1,0
40000,1,10,5,0,0,0,1,1,0,1,1
40000,0,26.35,5,0,0,0,1,1,0,1,1
40000,0,24.33,5,0,0,0,1,1,0,1,1
40000,1,13.74,3,0,0,0,1,0,0,1,1
40000,0,62.11,7,1,0,1,1,0,0,0,1
40000,0,22.29,4,0,0,0,1,1,0,1,0
40000,1,28.99,5,0,0,0,1,1,0,1,1
40000,0,18.47,12,0,0,0,1,1,0,1,0
40000,0,29.46,13,0,1,1,1,1,0,1,1
40000,0,28.06,5,0,0,0,0,1,0,1,1
40000,1,37.14,3,0,0,0,1,0,0,1,1
40000,1,13.98,19,0,1,1,1,1,0,1,1
40000,0,36.62,5,0,0,0,0,0,0,1,1
40000,0,38.97,5,0,0,0,0,0,0,1,0
40000,0,44.46,7,0,0,0,0,1,0,0,0
40000,1,19.89,4,0,0,0,0,0,0,1,1
40000,1,16.59,9,0,0,0,1,0,0,1,0
40000,1,40.27,8,0,0,0,0,1,0,1,1
40000,0,31.73,5,0,0,0,0,0,0,1,0
40000,1,22.8,4,0,0,0,1,1,0,1,1
40000,0,19.02,4,0,0,0,0,1,0,1,1
40000,0,30.36,15,1,0,1,1,1,1,1,1
40000,1,12.5,7,0,0,0,1,1,0,1,1
40000,0,42.72,7,1,0,0,0,1,0,1,1
40000,1,47.02,12,1,0,1,1,1,0,1,1
40000,0,17.37,14,0,1,1,0,0,0,1,1
40000,1,16.64,13,0,0,1,1,0,0,1,0
40000,1,46.84,15,0,1,1,1,1,0,1,1
40000,1,25.79,12,0,0,1,0,1,0,1,1
40000,0,40,10,0,1,0,1,1,1,1,1
40000,0,37.41,22,1,0,1,1,1,0,1,1
40000,1,16.92,15,0,1,1,1,1,0,1,1
40000,0,42.02,29,1,0,1,1,1,0,1,1
40000,1,26.26,14,0,1,1,1,1,0,1,0
40000,1,18.15,14,0,0,1,1,1,0,1,1
40000,0,47.7,15,1,1,1,1,1,0,1,1
39900,0,49.82,5,0,0,0,1,1,0,0,1
39800,0,32.08,5,0,0,0,0,1,0,1,0
39500,1,15.7,8,0,0,1,1,1,0,1,1
39000,1,25.5,11,1,0,1,0,1,0,1,1
39000,0,34.87,5,1,1,0,1,1,0,0,1
39000,0,24.65,5,0,0,0,1,1,0,1,0
39000,0,52.82,14,0,0,1,0,1,0,1,1
39000,0,52.82,14,0,0,1,0,1,0,1,1
39000,0,45.31,14,0,0,1,1,1,0,1,1
39000,0,57.81,13,1,0,1,1,1,0,1,1
38500,0,17.57,4,0,0,0,1,0,0,1,1
38500,1,35.16,5,0,0,0,0,1,0,1,1
38500,0,38.17,10,0,1,1,1,1,0,1,1
38500,0,24.79,11,0,0,1,1,0,0,1,1
38000,1,24.26,4,0,0,0,1,0,0,0,0
38000,0,27.61,3,0,0,0,1,1,1,0,1
38000,0,23.52,4,0,0,0,0,1,0,0,1
38000,1,15.68,14,0,0,1,1,1,0,1,1
38000,1,43.53,2,0,1,0,0,0,0,1,1
38000,0,31.04,13,0,1,1,1,1,1,1,0
38000,1,31.25,3,0,0,0,0,1,0,1,1
38000,0,42.75,11,2,0,0,0,1,0,1,1
38000,1,24.01,6,0,0,0,1,0,0,1,1
38000,1,32.98,4,0,0,0,1,1,1,1,1
38000,0,35.15,5,0,0,0,0,0,0,1,1
38000,0,20.46,15,0,1,1,1,1,0,1,1
38000,1,22,7,1,0,0,0,1,0,1,1
38000,0,10.77,11,0,1,1,1,0,0,1,1
38000,0,22.93,4,0,0,0,1,1,0,1,1
38000,1,31.37,12,0,1,1,1,0,0,1,1
