rent,district,area,buildingheight,parkingspace,community,guard,pet,cvs,hospital,mrt,bus
38000,0,23.07,5,0,0,0,0,1,0,0,0
38000,1,27.62,7,0,0,0,1,1,0,1,1
38000,0,21.1,7,0,1,0,0,1,0,0,0
38000,1,16.91,14,0,1,1,0,1,0,1,1
38000,1,33.45,14,0,0,0,0,1,0,1,1
38000,1,31.24,7,0,0,1,0,1,1,1,1
38000,1,34.52,12,0,1,1,1,1,0,1,1
38000,0,13.72,7,0,0,0,0,0,0,1,1
38000,0,25.91,5,1,0,0,1,1,0,1,1
38000,1,41.21,11,0,1,0,1,1,1,1,1
38000,1,13,14,0,0,1,1,1,0,1,1
38000,0,44.51,13,0,0,1,1,1,0,1,1
38000,0,20.19,11,1,0,1,0,0,1,1,1
38000,0,42.78,8,1,1,0,1,1,1,1,0
38000,0,41.67,14,0,1,1,1,1,1,1,0
38000,1,24.73,12,0,0,1,1,1,1,1,1
38000,0,45.28,7,0,0,0,1,1,0,0,0
38000,1,25.14,4,1,1,1,0,1,0,1,1
38000,0,34.59,9,1,0,1,1,1,0,0,1
38000,1,52.8,13,0,0,1,1,1,1,1,1
38000,0,39.81,14,1,0,1,0,0,0,0,1
37500,0,43.64,7,1,1,1,1,1,0,1,1
37000,0,27.04,11,0,1,1,1,0,0,1,1
37000,1,40.72,5,0,0,0,1,0,0,1,0
37000,1,18.28,4,0,0,0,0,1,0,1,1
37000,0,45.31,14,0,0,1,0,1,0,1,1
37000,0,45.31,14,0,0,1,1,1,0,1,1
37000,1,27.53,12,0,0,0,1,1,0,1,1
37000,0,23.84,12,0,1,1,1,1,1,1,0
37000,0,29.13,13,0,0,1,1,1,0,1,1
37000,0,45.67,13,1,0,1,1,1,0,1,1
36500,0,29.42,11,0,1,1,1,0,1,0,1
36000,0,46.67,10,0,0,1,1,1,0,1,1
36000,0,41.03,13,1,1,1,1,1,0,1,1
36000,1,17.91,7,0,0,0,0,1,0,1,1
36000,0,17.74,18,0,0,0,1,1,0,1,1
36000,1,15,10,0,0,0,1,1,1,1,1
36000,0,31.81,5,0,0,0,1,1,0,1,1
36000,0,21.56,4,0,0,0,1,1,0,1,0
36000,0,26.91,6,0,1,0,1,1,0,1,1
36000,0,39.04,25,1,1,1,1,1,0,1,1
36000,0,38.76,10,0,0,1,1,0,0,1,1
36000,0,43.74,5,0,0,0,1,1,0,0,0
36000,0,37.82,7,0,0,0,1,1,0,1,0
36000,1,40.32,12,0,0,0,1,1,1,1,1
36000,0,15.4,21,0,1,1,1,0,0,1,1
36000,1,35,7,0,0,0,1,1,0,1,1
36000,0,19.53,14,0,0,1,0,1,0,1,1
36000,1,30.17,12,0,0,1,1,1,0,1,1
36000,0,43.72,5,0,0,0,0,1,0,0,0
36000,1,16.62,7,1,1,0,1,0,0,1,1
36000,0,22.19,8,1,1,1,1,1,1,1,1
36000,0,29.35,7,0,1,1,1,1,0,1,1
36000,1,20.5,21,0,0,1,1,1,1,1,1
36000,0,30.93,9,1,0,1,1,0,0,0,1
36000,0,21.62,9,0,1,1,1,1,0,0,1
36000,0,30.94,13,0,0,1,0,1,1,1,1
36000,0,28.61,14,0,0,0,1,1,0,1,1
35000,0,26.75,2,0,0,0,0,1,1,1,1
35000,1,32.43,5,0,0,0,1,1,0,1,1
35000,0,21.72,4,0,0,0,1,1,0,1,1
35000,1,29.24,5,0,0,0,1,1,0,1,1
35000,1,14.89,14,0,1,1,0,1,0,1,1
35000,0,41.05,9,0,0,0,1,1,0,0,0
35000,1,6,22,0,0,1,1,1,0,1,1
35000,0,11.89,4,0,0,0,1,1,0,1,0
35000,0,37.44,5,0,0,0,0,1,0,1,1
35000,1,17.71,4,0,0,0,0,1,1,1,1
35000,0,22.49,14,0,0,1,0,1,1,1,1
35000,1,25.52,5,0,0,0,1,1,1,1,0
35000,0,17.16,7,0,0,0,1,1,1,1,1
35000,1,36.16,4,0,0,0,1,1,1,1,0
35000,0,41.38,5,1,0,1,1,1,0,0,1
35000,1,30.86,12,0,0,1,1,1,0,1,1
35000,1,32.5,12,0,0,0,1,1,0,1,1
35000,0,25.14,5,0,0,0,1,1,0,1,0
35000,1,43.59,12,0,0,0,1,1,1,1,1
35000,1,21.69,15,0,0,0,0,1,0,1,1
35000,0,31.08,3,0,0,0,0,0,0,1,1
35000,0,20.96,3,0,0,0,1,1,1,1,1
35000,1,30.54,3,0,0,0,0,1,0,1,1
35000,1,22.15,4,0,0,0,0,1,0,1,1
35000,1,26.34,4,0,0,0,1,1,0,1,1
35000,0,28.53,4,0,0,0,0,1,0,1,1
35000,1,19.42,13,0,1,1,1,0,0,1,1
35000,0,17.55,2,0,0,0,1,1,0,0,0
35000,0,19.18,6,0,0,0,1,0,0,0,1
35000,1,15.29,11,0,1,1,1,1,0,1,0
35000,0,10.66,2,0,0,0,0,1,0,1,1
35000,1,15.28,11,0,0,1,1,1,0,1,1
35000,1,32.16,7,0,1,0,1,1,1,1,1
35000,0,36.86,5,0,0,0,1,1,0,0,0
35000,1,24,7,0,0,0,1,1,0,1,0
35000,1,33.5,5,0,0,0,0,1,0,1,0
35000,0,24.25,10,0,0,0,0,1,0,1,0
35000,1,24.57,7,0,0,0,0,1,0,1,1
35000,1,24.57,7,0,0,0,0,1,0,1,1
35000,0,15.28,7,1,0,0,0,0,0,1,1
35000,1,17.09,14,0,0,1,0,1,1,1,0
35000,0,16.46,12,0,1,1,1,0,0,1,1
35000,1,22.27,14,0,0,1,0,1,0,1,1
35000,0,25.05,12,0,0,1,1,1,0,1,0
35000,1,14.62,16,0,0,1,1,1,1,1,1
35000,1,26.02,8,0,0,1,1,0,0,1,1
35000,0,19.11,22,0,0,1,1,1,1,1,1
35000,1,32.89,7,0,0,0,1,1,0,1,1
35000,1,14.9,19,0,1,1,1,1,1,1,1
35000,0,44.2,7,1,0,0,1,0,0,0,1
35000,0,25.2,9,0,0,0,1,1,0,1,1
35000,0,32.38,13,0,0,1,1,1,0,1,1
35000,1,16.93,12,0,0,1,1,1,0,1,1
35000,0,23.82,12,1,0,1,1,1,0,1,1
35000,0,24.43,12,1,0,1,1,1,0,1,1
35000,0,33.77,9,0,1,1,0,1,0,1,0
35000,0,35.52,15,1,1,1,1,0,0,1,0
35000,0,24.46,9,0,1,1,1,1,0,1,1
35000,0,42.63,7,1,0,1,1,0,0,1,1
35000,0,23.9,11,0,1,1,0,1,1,0,1
35000,1,27.04,9,1,1,0,0,1,1,1,1
35000,0,40.56,9,1,0,0,1,0,0,1,1
35000,0,28.13,7,0,0,0,1,0,0,0,1
34600,0,20.46,15,0,1,1,0,1,0,0,1
34000,0,35.44,13,1,1,1,1,1,0,1,1
34000,0,22.16,2,0,0,0,1,1,0,1,1
34000,1,31.92,4,0,0,0,0,1,0,1,1
34000,1,14.57,18,0,1,1,1,1,0,1,1
34000,1,26.78,9,0,0,1,1,1,0,1,1
34000,0,37.72,9,1,0,0,1,0,0,1,1
33900,1,31.89,8,0,1,1,1,1,0,1,1
33500,0,35.61,12,0,0,1,1,1,0,1,1
33500,1,17.14,9,0,1,1,1,0,0,1,1
33500,1,24,15,1,1,1,1,1,1,1,1
33000,1,32.66,7,0,0,1,1,0,1,1,1
33000,0,20,5,0,0,0,1,1,0,0,1
33000,1,17.85,12,0,0,1,1,1,0,1,1
33000,0,21.85,2,0,0,0,0,0,0,0,1
33000,1,10.2,8,0,0,0,1,1,0,1,1
33000,1,10.12,8,0,0,0,1,1,0,1,1
33000,0,18.72,18,0,0,1,1,0,0,1,1
33000,0,46.56,4,0,0,0,1,1,0,1,1
33000,1,25.16,4,0,0,0,1,1,0,1,1
33000,1,17.52,12,0,0,1,1,1,1,1,1
33000,0,16.83,15,0,0,1,1,1,1,1,1
33000,0,25.72,13,0,1,1,0,1,0,1,0
33000,1,23.89,12,0,0,1,1,1,0,1,1
33000,0,26.05,8,1,1,0,1,0,1,1,1
33000,1,18.15,14,0,0,1,1,1,0,1,1
33000,1,22.21,10,1,1,0,1,1,0,1,1
32000,1,15,14,0,0,1,1,1,0,1,1
32000,0,39.23,5,0,0,0,1,1,0,1,1
32000,0,34.79,4,0,0,0,1,1,0,1,1
32000,0,39.39,21,1,0,1,1,1,0,1,1
32000,1,18.96,4,1,0,0,1,1,0,1,0
32000,0,26.6,4,0,0,0,1,1,1,1,0
32000,0,22.11,5,1,0,0,0,0,0,1,1
32000,0,39.21,5,0,0,0,1,1,0,0,0
32000,0,34.49,5,0,0,0,1,1,1,1,0
32000,1,33.24,3,0,0,0,0,1,0,1,1
32000,0,29.76,11,0,1,1,0,0,0,1,1
32000,1,18.17,5,0,0,0,1,1,0,1,0
32000,1,20,7,0,1,1,1,1,1,1,0
32000,1,32.76,14,0,0,0,1,1,0,1,1
32000,0,21.77,10,0,0,0,1,1,0,1,1
32000,1,25.31,14,0,1,1,0,1,1,1,1
32000,1,14.38,18,0,1,1,1,1,1,1,1
32000,1,15.11,18,0,1,1,1,1,1,1,1
32000,1,16.07,15,0,1,1,1,1,0,1,1
32000,0,26.28,15,0,0,1,1,1,0,1,1
32000,0,26.2,14,0,0,1,1,1,0,0,1
32000,1,9.9,12,0,1,1,1,1,0,1,0
32000,0,36.09,14,1,1,1,1,0,0,1,0
32000,1,13.15,7,1,0,0,1,1,0,1,1
32000,0,29.9,14,0,1,1,0,1,1,1,0
32000,1,32.11,8,1,0,0,1,1,1,1,1
32000,1,32.61,8,1,0,0,1,1,1,1,1
31603,1,23.65,13,0,1,1,1,1,1,1,1
31000,1,28.02,4,0,0,0,1,1,0,1,1
31000,0,23.81,24,0,0,1,1,1,1,1,1
30000,1,26.76,4,0,0,0,0,1,0,1,1
30000,1,18.35,5,0,0,0,1,1,0,1,1
30000,0,35.02,5,0,0,0,1,1,0,1,1
30000,0,23.55,3,0,0,0,1,0,0,1,1
30000,0,19.88,14,0,0,0,1,1,0,1,0
30000,0,8.86,6,1,1,0,0,0,0,0,1
30000,0,28.54,5,0,0,0,0,1,1,1,1
30000,1,16.73,18,0,0,1,1,1,0,1,1
30000,0,31.24,5,1,0,1,1,1,0,1,1
30000,0,32.58,5,0,1,0,1,1,0,1,1
30000,1,22.46,5,0,0,0,0,1,1,1,1
30000,0,19.9,26,0,0,1,1,1,0,1,1
30000,0,33.41,5,0,0,0,1,1,0,1,0
30000,1,28,11,0,1,1,0,1,0,1,1
30000,0,9.7,5,0,0,0,1,1,1,0,0
30000,1,22.5,4,0,0,0,0,1,0,1,1
30000,1,21.94,4,0,0,0,0,1,1,1,1
30000,1,7.79,9,0,0,0,1,1,1,1,1
30000,1,17.29,14,1,0,1,1,1,0,1,1
30000,0,17.35,4,0,0,0,0,1,0,1,1
30000,0,32.24,5,0,0,0,1,1,0,1,1
30000,0,32.39,5,0,0,0,1,1,0,1,1
30000,0,29.93,5,0,0,0,0,1,0,1,1
30000,0,24.19,5,0,0,0,0,1,0,1,1
30000,1,30.33,4,0,0,0,1,1,1,1,1
30000,0,24.18,4,0,0,0,1,1,0,0,0
30000,0,27,5,1,0,0,1,0,0,1,1
30000,1,13.55,12,0,0,1,1,1,1,1,1
30000,0,23.99,10,0,0,0,1,1,0,1,0
30000,0,35.03,4,0,0,0,0,0,0,1,1
30000,1,21.72,5,1,0,0,1,0,0,1,1
30000,1,15.64,14,0,0,1,1,1,0,1,1
30000,0,35.67,13,0,1,1,0,0,0,1,0
30000,1,14.69,14,0,1,1,1,1,0,1,1
30000,1,13.36,6,0,1,1,1,1,0,1,1
30000,1,16.54,14,0,0,1,1,1,1,1,1
30000,0,18.98,22,0,0,1,0,1,1,1,1
30000,0,19.79,7,0,1,0,1,1,0,0,0
30000,0,36.82,9,0,0,0,0,0,0,1,1
30000,0,41.75,10,1,1,1,1,0,0,1,1
30000,1,14.02,15,0,0,1,1,1,1,1,0
30000,1,14.02,15,0,0,1,1,1,1,1,0
30000,1,19.14,14,0,0,1,1,1,0,1,1
30000,1,8.74,14,0,0,1,1,1,0,1,1
30000,1,16.04,7,1,0,0,1,1,0,1,1
30000,1,21.62,14,1,0,1,0,1,1,1,1
30000,0,33.99,10,1,0,1,0,1,0,0,1
30000,1,27.74,13,0,0,0,1,1,0,1,1
30000,0,29.72,5,1,0,0,1,1,0,1,1
30000,0,30.8,10,0,1,0,1,1,1,1,1
30000,1,23.29,15,0,0,1,1,1,0,1,1
30000,0,22.55,10,0,1,1,1,1,0,0,1
30000,0,33,5,1,0,1,0,0,0,1,1
29800,1,16.3,10,0,1,1,1,1,0,1,1
29800,0,35.98,13,1,0,0,1,1,0,1,1
29000,1,12.47,4,0,0,0,1,1,0,1,1
29000,0,9.48,8,0,0,1,0,0,0,1,1
29000,1,13.2,12,0,0,1,1,1,1,1,1
29000,0,26.74,8,0,0,1,1,1,1,1,1
29000,0,22.27,14,0,1,1,0,1,0,1,1
29000,1,21.26,11,1,0,1,1,1,0,1,1
28800,0,35.43,13,1,0,1,1,1,0,1,1
28500,1,28.66,8,0,0,0,1,1,0,1,1
28500,1,12.85,12,0,0,1,1,1,1,1,1
28000,1,14.43,12,0,0,1,1,1,0,1,1
28000,1,11.96,14,0,0,1,1,1,1,1,1
28000,1,12.09,5,0,0,0,1,1,1,1,1
28000,1,14.74,5,0,0,0,1,1,0,1,1
28000,1,16.72,18,0,0,1,1,1,0,1,1
28000,0,30.77,5,0,0,0,1,1,0,1,0
28000,0,29.56,5,0,0,0,0,1,0,1,0
28000,0,27.45,5,0,1,1,1,0,0,1,1
28000,1,13.41,10,0,1,1,1,1,0,1,1
28000,1,13.53,3,0,0,0,1,0,0,1,1
28000,0,10.56,8,0,0,1,1,1,0,1,1
28000,1,12.84,11,0,0,1,1,1,1,1,1
28000,1,13.69,15,0,0,1,1,1,1,1,1
28000,0,27.42,5,0,0,0,1,0,0,1,0
28000,0,18.43,2,0,0,0,0,1,0,1,1
28000,0,15,5,0,0,0,1,1,0,1,1
28000,0,23.89,6,0,0,0,0,1,1,1,0
28000,0,36.89,4,0,0,0,0,1,0,1,1
28000,0,30.88,5,0,0,0,0,1,0,1,1
28000,0,25.37,5,0,0,1,1,0,0,0,0
28000,1,9.58,13,0,1,1,1,1,1,1,0
28000,0,20.8,9,0,0,0,1,1,1,1,1
28000,0,20.21,10,1,0,1,0,1,1,1,1
28000,0,24.6,7,1,0,0,1,1,0,1,0
28000,1,19.46,11,0,0,1,0,0,0,0,1
27500,0,32.49,5,0,0,0,0,0,0,1,1
27500,1,16.04,14,0,1,1,1,1,1,1,1
27000,0,27.03,19,1,0,1,1,1,0,1,1
27000,1,10.6,16,0,0,1,1,0,0,1,1
27000,0,19.25,12,0,0,0,1,1,0,1,0
27000,0,35.03,4,0,0,0,0,0,0,1,1
27000,0,35.03,4,0,0,0,0,0,0,1,1
27000,0,25.71,8,0,0,0,0,1,0,0,0
27000,1,9.23,5,0,0,0,1,1,0,1,1
27000,0,20.96,24,0,0,1,1,0,1,1,1
27000,1,15.26,9,0,0,0,0,1,0,1,1
27000,1,16.55,9,1,0,1,1,1,0,1,1
26800,0,30.76,4,0,0,0,1,1,0,1,1
26500,1,14.47,5,0,0,0,0,1,0,1,1
26500,0,12.47,15,0,1,1,1,1,1,1,1
26000,1,11.4,4,0,0,0,1,1,0,1,0
26000,0,34.67,4,0,0,0,1,1,0,1,1
26000,1,25.39,4,0,0,0,1,1,0,1,0
26000,1,10.61,12,0,0,0,1,1,0,1,1
26000,1,15.4,9,0,0,1,1,1,0,1,1
26000,1,15.39,14,0,1,1,1,1,0,1,1
26000,0,35.08,10,0,0,1,0,0,0,1,0
26000,0,23.84,6,1,1,0,1,0,0,1,1
26000,1,15.26,9,0,0,0,0,1,0,1,1
25500,1,12.88,10,0,0,1,1,1,0,1,1
25000,0,24.94,11,1,1,1,1,0,0,1,1
25000,1,24.31,4,0,0,0,1,1,0,0,1
25000,1,25.97,4,0,0,0,1,0,0,1,1
25000,0,24.64,5,0,0,0,1,1,0,1,1
25000,0,23.55,3,0,0,0,1,0,0,1,1
25000,0,27.54,5,0,0,0,0,0,0,1,1
25000,0,23.55,3,0,0,0,1,0,0,1,1
25000,0,29.99,11,1,0,0,0,0,0,1,0
25000,1,6,22,0,0,1,1,1,0,1,1
25000,0,22.1,13,0,1,1,0,1,0,1,0
25000,1,21.79,4,0,0,0,1,1,0,1,1
25000,0,37.3,5,0,0,0,1,1,0,1,0
25000,1,24.97,4,0,0,0,1,1,0,1,0
25000,0,29.08,5,0,0,0,1,1,0,0,1
25000,0,31.38,4,0,0,0,1,0,0,0,0
25000,1,13.64,9,1,0,1,1,0,0,1,1
25000,1,11,7,0,0,0,1,1,1,1,1
25000,0,11.69,7,0,1,1,1,1,0,1,0
25000,0,14.51,13,0,1,1,1,1,0,1,1
25000,0,27.98,5,0,0,0,1,1,0,0,1
25000,0,23.02,4,0,0,0,0,1,0,1,1
25000,1,22.45,4,0,0,0,1,1,0,1,1
25000,0,23.54,4,0,0,0,0,0,0,1,1
25000,0,31.99,2,0,0,0,1,0,0,1,1
25000,1,14,5,0,0,0,1,1,0,1,1
25000,1,14,5,0,0,0,1,1,0,1,0
25000,0,21.07,11,0,0,1,1,1,1,1,1
25000,0,28.3,4,0,0,0,1,1,0,1,0
25000,1,27.99,12,0,0,1,1,1,0,1,1
25000,1,12.3,12,0,0,1,0,1,0,1,1
25000,0,18.68,11,0,0,1,1,1,1,1,1
25000,0,7.94,9,0,1,0,1,1,0,1,0
25000,0,15.05,18,0,0,1,1,1,1,1,1
25000,1,13.45,16,0,0,1,1,1,1,1,1
25000,1,8.28,7,0,1,0,1,0,0,1,1
25000,0,9.26,14,0,0,1,1,0,1,1,1
25000,0,24.05,9,0,1,1,1,0,0,1,0
25000,1,13.09,19,0,1,1,1,1,0,1,1
25000,0,28.74,9,1,0,1,1,1,0,1,1
25000,1,12.35,13,0,1,1,1,0,0,1,1
25000,0,22.8,7,0,0,0,1,0,0,1,1
25000,0,68.43,16,0,0,1,0,1,0,1,1
25000,0,28.63,12,1,1,1,1,1,0,1,0
24500,1,15,4,0,0,0,1,1,1,1,1
24000,1,10.6,10,0,0,1,1,1,0,1,0
24000,1,32.4,4,0,0,0,1,1,0,1,1
24000,0,30.81,4,0,0,0,0,1,0,1,0
24000,0,23.86,7,0,0,0,1,1,0,1,1
24000,1,16.23,7,0,0,0,0,1,0,1,0
24000,1,12.07,9,0,0,0,1,1,0,1,1
24000,1,12.65,10,0,0,1,1,1,0,1,1
24000,1,13.17,11,0,1,1,1,1,0,1,1
23800,1,13.08,14,0,1,1,1,1,1,1,1
23000,0,17.23,4,0,0,0,1,0,0,1,0
23000,0,23.77,4,0,0,0,1,1,1,1,1
23000,0,21.89,4,0,0,0,0,1,0,0,0
23000,1,32.39,4,0,0,0,0,1,0,1,1
23000,0,16.51,11,0,0,0,1,1,0,1,1
23000,0,10.17,8,0,1,1,1,0,0,1,1
23000,0,14.7,14,0,1,1,0,1,1,0,1
23000,0,21.7,13,0,0,1,1,0,0,0,0
22000,0,18.64,5,0,0,0,0,1,0,1,0
22000,0,16,5,0,0,0,1,1,0,1,1
22000,0,24.88,10,0,0,1,0,1,0,1,1
22000,0,24.41,4,0,0,0,1,1,0,0,1
22000,0,27.42,5,0,0,0,1,1,0,1,0
22000,0,17.33,3,0,0,0,1,1,0,1,1
22000,0,30.16,5,0,0,0,0,1,1,1,0
22000,1,32.4,4,0,0,0,1,1,0,1,1
22000,1,9.89,12,0,0,1,1,1,0,1,1
22000,1,14.98,11,0,0,1,1,1,0,1,1
22000,1,17.92,7,0,0,0,1,1,0,1,1
22000,1,12.05,11,0,0,1,0,1,0,1,1
22000,1,12.14,14,0,1,1,0,1,1,1,1
22000,0,18.21,13,0,0,1,1,1,1,1,1
21000,0,12.49,9,0,1,1,1,0,0,0,1
21000,0,19.22,3,0,0,1,0,1,1,1,1
21000,1,9.96,11,0,1,1,1,1,0,1,1
20000,1,14.03,7,0,0,0,1,0,0,1,1
20000,0,15.83,19,0,0,1,1,1,0,1,1
20000,0,24.98,11,0,1,1,1,0,0,1,1
20000,1,16.87,6,0,0,1,1,1,0,1,1
20000,0,7.42,12,0,0,0,1,1,0,1,0
20000,1,9.9,5,0,0,0,1,0,0,1,1
20000,1,15.06,12,0,0,0,0,1,1,1,1
20000,0,17,3,0,0,0,1,1,0,1,1
20000,0,10,5,0,0,0,1,1,0,1,1
20000,0,8,4,0,0,0,1,1,0,1,1
20000,1,11.36,7,0,1,1,1,1,1,0,0
20000,1,14.75,13,0,1,1,1,0,0,1,1
20000,0,11.51,13,0,1,1,1,1,0,1,1
20000,0,17.37,6,0,1,0,1,0,1,0,0
20000,1,13.5,14,0,0,1,1,0,0,1,1
20000,1,15.11,18,0,1,1,1,1,1,1,1
20000,0,17.02,10,0,0,1,0,1,0,1,1
19800,1,9.26,14,0,0,1,1,1,1,1,1
19500,1,8,7,0,0,0,1,1,1,1,1
19500,1,10.89,7,0,0,0,1,1,1,1,1
19500,0,10,5,0,0,0,1,1,0,1,1
19500,0,11.71,12,0,1,1,1,1,1,1,0
19500,0,12.59,6,0,0,0,0,1,0,1,1
19000,0,19.63,6,0,1,0,1,1,0,1,1
18800,0,14.28,12,0,0,1,1,1,1,1,1
18000,0,5,1,0,0,0,1,0,0,1,1
18000,0,25.5,5,0,0,0,1,1,0,1,1
18000,1,9.82,14,0,0,1,1,1,0,1,1
18000,0,8.3,7,0,1,0,1,1,0,1,0
18000,0,9.18,5,0,0,0,0,1,0,1,1
18000,0,20.68,2,0,0,0,1,1,0,0,1
18000,0,14.52,4,0,0,0,1,1,1,1,1
18000,1,7,4,0,0,0,1,1,0,1,1
18000,0,8.85,12,0,1,1,1,0,0,0,1
18000,1,7.68,12,0,0,0,1,1,1,1,1
18000,1,5,8,0,0,0,0,1,0,1,1
18000,1,5,8,0,0,0,0,1,0,1,1
18000,1,5,8,0,0,0,0,1,0,1,1
18000,1,21.08,16,0,1,1,0,1,0,1,1
18000,1,11.09,12,0,1,1,1,1,1,1,1
18000,1,8.84,14,0,0,1,0,0,0,1,1
18000,1,9.48,14,0,0,1,0,1,1,1,0
18000,1,8.87,7,0,1,1,1,1,0,1,1
18000,1,13.68,13,0,1,1,1,1,0,1,1
17600,1,11.7,12,0,0,1,0,0,0,1,1
17000,0,5,1,0,0,0,1,0,0,1,1
17000,1,9.67,8,0,0,0,0,1,1,1,1
17000,1,5.72,4,0,0,0,1,1,0,1,0
17000,0,14.98,7,0,0,0,1,1,1,1,1
17000,1,10.19,7,0,0,0,1,1,1,1,1
17000,0,13.87,10,0,0,0,1,1,0,1,1
16888,1,6,4,0,0,0,1,1,1,1,1
16000,0,5,1,0,0,0,1,0,0,1,1
16000,0,5,1,0,0,0,1,0,0,1,1
16000,1,9.86,11,0,0,1,1,1,0,1,1
16000,0,24.7,5,0,0,0,1,1,0,0,1
16000,0,12.3,5,0,0,0,1,1,0,1,1
16000,1,9.61,10,0,0,0,1,1,0,1,1
15000,0,7,4,0,0,0,1,0,0,1,0
15000,0,8.32,10,0,0,0,1,1,1,1,1
15000,0,6.72,3,0,0,0,1,0,0,0,0
15000,1,10.33,7,0,0,0,0,1,0,1,1
15000,0,6,5,0,0,0,1,1,0,1,0
15000,0,6,5,0,0,0,1,1,0,1,0
15000,0,6,5,0,0,0,1,1,0,1,0
15000,0,6,5,0,0,0,1,1,0,1,0
15000,0,17,3,0,0,0,1,1,0,1,1
15000,1,5.18,7,0,0,0,1,1,1,1,1
15000,1,10.08,12,0,0,1,0,1,1,1,1
15000,0,7.29,9,0,0,1,1,1,0,0,0
15000,0,13.41,6,0,0,1,1,1,0,1,1
14000,1,5.8,5,0,0,0,1,1,0,1,1
13800,0,6.91,11,0,0,0,1,1,0,1,1
13000,0,15,5,0,0,0,0,1,1,1,1
13000,0,5,9,0,0,0,1,1,0,1,0
13000,0,13.79,24,0,1,1,1,1,0,1,1
13000,1,6,4,0,0,0,1,1,0,1,1
12800,1,5,5,0,0,0,1,1,0,1,1
12000,1,5,11,0,0,1,1,0,0,1,1
12000,0,6.72,3,0,0,0,1,0,0,0,0
12000,0,5,5,0,0,0,1,0,0,1,1
12000,0,5,5,0,0,0,1,0,0,1,1
12000,0,5,5,0,0,0,1,0,0,1,1
12000,0,5,5,0,0,0,1,0,0,1,1
12000,0,7.2,4,0,0,0,1,1,0,1,1
12000,0,5,4,0,0,0,1,1,0,1,1
12000,0,4.3,7,0,0,1,1,1,0,1,1
12000,0,4.3,7,0,0,1,1,1,0,1,1
12000,0,7.92,8,0,0,1,0,1,0,1,1
12000,0,7.24,10,0,0,0,1,0,0,1,1
11500,1,6,4,0,0,0,0,1,0,1,1
11500,1,7,4,0,0,0,1,1,1,0,0
11000,0,7,5,0,0,0,1,1,1,1,1
11000,1,21.4,5,0,0,0,1,1,0,1,1
10000,0,5,4,0,0,0,0,1,1,1,1
10000,1,6,5,0,0,0,1,0,0,1,1
10000,0,3.12,5,0,0,0,1,1,0,1,0
10000,0,4.3,7,0,0,1,1,1,0,1,1
10000,0,4.3,7,0,0,1,1,1,0,1,1
9800,0,4.64,5,0,0,0,1,1,0,1,1
9500,0,5,5,0,0,0,1,1,1,1,1
8600,1,5.02,5,0,0,0,1,1,0,1,1
8000,0,4,3,0,0,0,0,0,0,0,1
7500,1,2.37,5,0,0,0,1,1,0,1,1
7500,1,2.78,5,0,0,0,1,1,0,1,1
7300,0,5,5,0,0,0,1,1,0,1,1
7000,1,13.9,7,0,0,0,1,1,1,1,1
7000,0,3.38,5,0,0,0,0,1,0,1,0
6000,0,10,5,0,0,0,1,1,0,1,1
6000,0,10,5,0,0,0,1,1,0,1,1
6000,0,3,6,0,1,0,0,0,0,1,1
5300,0,4,2,0,0,0,1,1,0,0,1
5200,0,2.18,5,0,0,0,1,1,0,1,1
5000,0,2.53,5,0,0,0,0,1,0,1,1
2000,0,0.52,15,1,1,0,1,0,0,1,1
